transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000155,2024-01-04 05:31:38,MERCHANT,Groceries,1030.99,SUCCESS,26-35,46-55,Telangana,ICICI Bank,Canara Bank,iOS,WiFi,0,5,Thursday,0
TXN0000156,2024-01-04 06:11:23,MERCHANT,Retail,3831.07,SUCCESS,36-45,56+,Bihar,PNB,Bank of Baroda,iOS,4G,0,6,Thursday,0
TXN0000157,2024-01-04 06:42:05,BILL_PAYMENT,Education,2153.31,SUCCESS,26-35,36-45,Tamil Nadu,HDFC Bank,PNB,Android,4G,0,6,Thursday,0
TXN0000158,2024-01-04 07:26:10,RECHARGE,Electronics,453.71,SUCCESS,18-25,36-45,Telangana,PNB,HDFC Bank,Android,4G,0,7,Thursday,0
TXN0000159,2024-01-04 07:46:00,P2M,Education,1718.18,SUCCESS,36-45,26-35,Delhi,Bank of Baroda,Kotak Bank,iOS,4G,0,7,Thursday,0
TXN0000160,2024-01-04 08:29:22,P2M,Food,3842.14,SUCCESS,18-25,46-55,Gujarat,Bank of Baroda,ICICI Bank,iOS,WiFi,0,8,Thursday,0
TXN0000161,2024-01-04 08:40:12,RECHARGE,Healthcare,1651.56,SUCCESS,26-35,18-25,Andhra Pradesh,Bank of Baroda,ICICI Bank,iOS,4G,0,8,Thursday,0
TXN0000162,2024-01-04 09:24:45,RECHARGE,Food,1225.88,FAILED,18-25,56+,Bihar,SBI,PNB,Android,4G,0,9,Thursday,0
TXN0000163,2024-01-04 09:40:42,BILL_PAYMENT,Retail,1837.93,SUCCESS,36-45,26-35,Delhi,PNB,Axis Bank,iOS,WiFi,0,9,Thursday,0
TXN0000164,2024-01-04 10:29:52,MERCHANT,Food,1899.69,SUCCESS,26-35,36-45,Uttar Pradesh,SBI,HDFC Bank,iOS,4G,0,10,Thursday,0
TXN0000165,2024-01-04 10:47:08,RECHARGE,Education,270.01,SUCCESS,36-45,26-35,West Bengal,Kotak Bank,IndusInd Bank,iOS,5G,0,10,Thursday,0
TXN0000166,2024-01-04 11:20:41,BILL_PAYMENT,Utilities,932.66,SUCCESS,26-35,18-25,Delhi,Canara Bank,HDFC Bank,Android,4G,0,11,Thursday,0
TXN0000167,2024-01-04 11:38:22,MERCHANT,Entertainment,225.14,SUCCESS,56+,46-55,Maharashtra,IndusInd Bank,PNB,Android,WiFi,0,11,Thursday,0
TXN0000168,2024-01-04 12:12:46,RECHARGE,Food,552.08,SUCCESS,46-55,56+,Telangana,ICICI Bank,SBI,Android,4G,0,12,Thursday,0
TXN0000169,2024-01-04 12:36:37,MERCHANT,Groceries,929.08,SUCCESS,26-35,26-35,Bihar,IndusInd Bank,Kotak Bank,Android,4G,0,12,Thursday,0
TXN0000170,2024-01-04 13:14:30,BILL_PAYMENT,Education,3006.72,SUCCESS,18-25,18-25,Karnataka,Canara Bank,SBI,Android,4G,0,13,Thursday,0
TXN0000171,2024-01-04 13:43:14,BILL_PAYMENT,Education,4673.22,SUCCESS,26-35,56+,Bihar,SBI,Union Bank,Android,WiFi,0,13,Thursday,0
TXN0000172,2024-01-04 14:06:32,BILL_PAYMENT,Utilities,2620.64,SUCCESS,56+,46-55,West Bengal,Axis Bank,IndusInd Bank,iOS,4G,0,14,Thursday,0
TXN0000173,2024-01-04 14:33:26,MERCHANT,Food,9113.76,SUCCESS,56+,46-55,Karnataka,Union Bank,IndusInd Bank,Android,4G,0,14,Thursday,0
TXN0000174,2024-01-04 15:17:18,P2P,,673.47,SUCCESS,18-25,56+,Punjab,IndusInd Bank,Canara Bank,Android,4G,0,15,Thursday,0
TXN0000175,2024-01-04 15:56:17,P2M,Healthcare,4315.25,SUCCESS,18-25,56+,Delhi,SBI,IndusInd Bank,Android,WiFi,0,15,Thursday,0
TXN0000176,2024-01-04 16:14:51,P2P,Food,2589.02,SUCCESS,26-35,56+,Bihar,HDFC Bank,ICICI Bank,iOS,4G,0,16,Thursday,0
TXN0000177,2024-01-04 16:54:44,RECHARGE,,861.52,SUCCESS,26-35,36-45,West Bengal,Kotak Bank,IndusInd Bank,Android,4G,0,16,Thursday,0
TXN0000178,2024-01-04 17:28:34,BILL_PAYMENT,Food,10125.38,SUCCESS,56+,56+,Punjab,Union Bank,ICICI Bank,Android,4G,0,17,Thursday,0
TXN0000179,2024-01-04 17:56:38,P2P,Retail,5783.5,SUCCESS,36-45,18-25,Gujarat,Kotak Bank,HDFC Bank,iOS,4G,0,17,Thursday,0
TXN0000180,2024-01-04 18:14:23,BILL_PAYMENT,Electronics,2229.99,SUCCESS,46-55,56+,Punjab,Axis Bank,ICICI Bank,Android,5G,0,18,Thursday,0
TXN0000181,2024-01-04 18:42:22,BILL_PAYMENT,Electronics,2026.57,SUCCESS,26-35,26-35,Tamil Nadu,HDFC Bank,SBI,Android,5G,0,18,Thursday,0
TXN0000182,2024-01-04 19:21:04,MERCHANT,Entertainment,5404.64,SUCCESS,46-55,46-55,Punjab,IndusInd Bank,Union Bank,iOS,5G,0,19,Thursday,0
TXN0000183,2024-01-04 19:39:23,RECHARGE,Groceries,1780.39,SUCCESS,26-35,26-35,Bihar,Union Bank,IndusInd Bank,Android,4G,0,19,Thursday,0
TXN0000184,2024-01-04 20:17:00,P2M,Utilities,4690.09,SUCCESS,56+,56+,Bihar,PNB,HDFC Bank,Android,4G,0,20,Thursday,0
TXN0000185,2024-01-04 20:31:35,P2P,,3050.95,SUCCESS,18-25,26-35,Bihar,Bank of Baroda,Kotak Bank,Android,4G,0,20,Thursday,0
TXN0000186,2024-01-04 21:29:17,RECHARGE,Food,1852.47,SUCCESS,18-25,56+,Delhi,IndusInd Bank,Kotak Bank,iOS,4G,0,21,Thursday,0
TXN0000187,2024-01-04 21:38:04,P2P,Groceries,1052.26,SUCCESS,46-55,56+,Andhra Pradesh,PNB,Union Bank,Android,WiFi,0,21,Thursday,0
TXN0000188,2024-01-04 22:23:50,RECHARGE,Healthcare,458.33,SUCCESS,56+,36-45,Uttar Pradesh,HDFC Bank,Canara Bank,iOS,5G,0,22,Thursday,0
TXN0000189,2024-01-04 22:33:50,BILL_PAYMENT,,132.5,SUCCESS,46-55,18-25,Haryana,ICICI Bank,Bank of Baroda,Android,WiFi,0,22,Thursday,0
TXN0000190,2024-01-04 23:12:28,BILL_PAYMENT,Healthcare,355.46,SUCCESS,18-25,18-25,Uttar Pradesh,IndusInd Bank,ICICI Bank,iOS,5G,0,23,Thursday,0
TXN0000191,2024-01-04 23:57:58,P2M,Healthcare,1479.43,SUCCESS,26-35,46-55,Jharkhand,ICICI Bank,Bank of Baroda,Android,WiFi,0,23,Thursday,0
TXN0000192,2024-01-05 00:19:54,RECHARGE,Entertainment,8554.44,SUCCESS,46-55,46-55,Delhi,Axis Bank,Canara Bank,iOS,5G,0,0,Friday,0
TXN0000193,2024-01-05 00:39:00,BILL_PAYMENT,Retail,3314.04,SUCCESS,18-25,18-25,Haryana,ICICI Bank,Canara Bank,Android,4G,0,0,Friday,0
TXN0000194,2024-01-05 01:17:39,RECHARGE,Travel,1616.93,SUCCESS,46-55,46-55,Uttar Pradesh,Kotak Bank,ICICI Bank,iOS,4G,0,1,Friday,0
TXN0000195,2024-01-05 01:38:44,MERCHANT,Electronics,851.98,SUCCESS,56+,18-25,Maharashtra,SBI,Bank of Baroda,Android,4G,0,1,Friday,0
TXN0000196,2024-01-05 02:19:43,BILL_PAYMENT,Education,6253.87,SUCCESS,18-25,36-45,Haryana,IndusInd Bank,Union Bank,Android,5G,0,2,Friday,0
TXN0000197,2024-01-05 02:58:42,P2M,Utilities,2786.01,SUCCESS,26-35,36-45,Punjab,Bank of Baroda,HDFC Bank,Android,4G,0,2,Friday,0
TXN0000198,2024-01-05 03:21:06,RECHARGE,Food,1324.38,SUCCESS,36-45,26-35,Maharashtra,Kotak Bank,Kotak Bank,iOS,4G,0,3,Friday,0
TXN0000199,2024-01-05 03:48:29,P2P,,2415.0,SUCCESS,26-35,56+,Maharashtra,SBI,SBI,Android,4G,0,3,Friday,0
TXN0000200,2024-01-05 04:09:37,RECHARGE,Entertainment,1178.85,SUCCESS,26-35,36-45,Karnataka,Kotak Bank,Canara Bank,Android,4G,0,4,Friday,0
TXN0000201,2024-01-05 04:41:21,MERCHANT,Education,13372.64,SUCCESS,18-25,36-45,Andhra Pradesh,HDFC Bank,Union Bank,Android,WiFi,0,4,Friday,0
TXN0000202,2024-01-05 05:09:16,BILL_PAYMENT,Entertainment,746.82,SUCCESS,46-55,26-35,Maharashtra,IndusInd Bank,Union Bank,iOS,4G,0,5,Friday,0
TXN0000203,2024-01-05 05:56:37,MERCHANT,Travel,388.34,SUCCESS,18-25,46-55,Delhi,Kotak Bank,SBI,Android,4G,0,5,Friday,0
TXN0000204,2024-01-05 06:16:52,BILL_PAYMENT,Groceries,2117.75,FAILED,46-55,26-35,Delhi,HDFC Bank,HDFC Bank,Android,WiFi,0,6,Friday,0
TXN0000205,2024-01-05 06:40:45,MERCHANT,,3010.39,FAILED,46-55,46-55,Karnataka,Union Bank,Union Bank,Android,4G,0,6,Friday,0
TXN0000206,2024-01-05 07:13:15,MERCHANT,Food,8.28,SUCCESS,36-45,36-45,Tamil Nadu,Kotak Bank,Union Bank,Android,4G,0,7,Friday,0
TXN0000207,2024-01-05 07:47:31,BILL_PAYMENT,Food,1912.29,SUCCESS,36-45,26-35,Gujarat,ICICI Bank,Bank of Baroda,Android,4G,0,7,Friday,0
TXN0000208,2024-01-05 08:27:23,MERCHANT,Food,529.9,SUCCESS,36-45,46-55,Jharkhand,SBI,Canara Bank,iOS,5G,0,8,Friday,0
TXN0000209,2024-01-05 08:56:19,RECHARGE,Travel,536.37,SUCCESS,18-25,56+,Maharashtra,Kotak Bank,Canara Bank,iOS,4G,0,8,Friday,0
TXN0000210,2024-01-05 09:22:43,P2P,Education,94.37,SUCCESS,18-25,46-55,Maharashtra,SBI,Axis Bank,iOS,4G,0,9,Friday,0
TXN0000211,2024-01-05 09:52:34,RECHARGE,Entertainment,5104.4,SUCCESS,26-35,18-25,Jharkhand,HDFC Bank,ICICI Bank,Android,4G,0,9,Friday,0
TXN0000212,2024-01-05 10:27:43,RECHARGE,Retail,5942.7,SUCCESS,26-35,18-25,Bihar,ICICI Bank,HDFC Bank,Android,4G,0,10,Friday,0
TXN0000213,2024-01-05 10:55:29,RECHARGE,Food,2361.89,SUCCESS,18-25,18-25,Bihar,Canara Bank,IndusInd Bank,iOS,5G,0,10,Friday,0
TXN0000214,2024-01-05 11:22:51,MERCHANT,Education,4079.89,SUCCESS,46-55,36-45,Delhi,SBI,IndusInd Bank,iOS,5G,0,11,Friday,0
TXN0000215,2024-01-05 11:54:56,P2M,Retail,4526.24,SUCCESS,36-45,18-25,Gujarat,SBI,Kotak Bank,iOS,4G,0,11,Friday,0
TXN0000216,2024-01-05 12:20:54,RECHARGE,Entertainment,2979.25,SUCCESS,56+,18-25,Karnataka,ICICI Bank,SBI,iOS,4G,0,12,Friday,0
TXN0000217,2024-01-05 12:33:09,MERCHANT,Food,429.21,FAILED,26-35,18-25,Madhya Pradesh,IndusInd Bank,Kotak Bank,Android,4G,0,12,Friday,0
TXN0000218,2024-01-05 13:20:48,P2M,Healthcare,339.24,SUCCESS,46-55,26-35,Punjab,ICICI Bank,IndusInd Bank,Android,4G,0,13,Friday,0
TXN0000219,2024-01-05 13:53:28,RECHARGE,Food,3157.53,SUCCESS,36-45,36-45,Karnataka,Union Bank,HDFC Bank,iOS,5G,0,13,Friday,0
TXN0000220,2024-01-05 14:23:20,RECHARGE,Food,312.51,SUCCESS,56+,56+,Tamil Nadu,Axis Bank,Canara Bank,iOS,WiFi,0,14,Friday,0
TXN0000221,2024-01-05 14:51:46,P2M,Groceries,137173.55,SUCCESS,56+,18-25,Uttar Pradesh,HDFC Bank,PNB,Android,5G,1,14,Friday,0
TXN0000222,2024-01-05 15:10:32,RECHARGE,Groceries,723.82,SUCCESS,18-25,56+,Rajasthan,ICICI Bank,ICICI Bank,Android,4G,0,15,Friday,0
TXN0000223,2024-01-05 15:40:27,P2M,Groceries,308.43,SUCCESS,36-45,46-55,West Bengal,Axis Bank,PNB,iOS,4G,0,15,Friday,0
TXN0000224,2024-01-05 16:16:12,P2M,Electronics,646.22,SUCCESS,46-55,26-35,Gujarat,SBI,Canara Bank,iOS,4G,0,16,Friday,0
TXN0000225,2024-01-05 16:59:28,P2M,Travel,5529.32,SUCCESS,46-55,26-35,Maharashtra,Union Bank,PNB,iOS,4G,0,16,Friday,0
TXN0000226,2024-01-05 17:21:22,BILL_PAYMENT,Healthcare,539.66,SUCCESS,26-35,18-25,Punjab,IndusInd Bank,HDFC Bank,Android,5G,0,17,Friday,0
TXN0000227,2024-01-05 17:53:02,MERCHANT,Electronics,4770.48,SUCCESS,36-45,26-35,Delhi,Kotak Bank,IndusInd Bank,iOS,4G,0,17,Friday,0
TXN0000228,2024-01-05 18:11:49,RECHARGE,Travel,465.63,SUCCESS,56+,46-55,Andhra Pradesh,Axis Bank,IndusInd Bank,Android,4G,0,18,Friday,0
TXN0000229,2024-01-05 18:54:39,MERCHANT,Travel,36.53,SUCCESS,46-55,56+,Uttar Pradesh,Axis Bank,IndusInd Bank,iOS,4G,0,18,Friday,0
TXN0000230,2024-01-05 19:23:54,P2P,Retail,237997.33,SUCCESS,56+,46-55,Uttar Pradesh,Bank of Baroda,Union Bank,Android,4G,1,19,Friday,0
TXN0000231,2024-01-05 19:40:48,P2P,Utilities,1709.4,SUCCESS,46-55,26-35,Bihar,ICICI Bank,PNB,Android,5G,0,19,Friday,0
TXN0000232,2024-01-05 20:05:17,P2P,Groceries,17151.37,SUCCESS,26-35,46-55,Jharkhand,IndusInd Bank,IndusInd Bank,Android,4G,0,20,Friday,0
TXN0000233,2024-01-05 20:58:20,MERCHANT,Entertainment,3694.22,SUCCESS,36-45,46-55,Bihar,HDFC Bank,SBI,Android,WiFi,0,20,Friday,0
TXN0000234,2024-01-05 21:20:48,MERCHANT,Healthcare,83.15,SUCCESS,56+,56+,West Bengal,IndusInd Bank,Axis Bank,Android,4G,0,21,Friday,0
TXN0000235,2024-01-05 21:50:57,P2P,Utilities,1022.53,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,Union Bank,Android,4G,0,21,Friday,0
TXN0000236,2024-01-05 22:11:23,BILL_PAYMENT,Entertainment,104.33,SUCCESS,18-25,56+,Haryana,Axis Bank,ICICI Bank,Android,5G,0,22,Friday,0
TXN0000237,2024-01-05 22:41:03,MERCHANT,,301.35,SUCCESS,26-35,26-35,West Bengal,PNB,PNB,Android,4G,0,22,Friday,0
TXN0000238,2024-01-05 23:23:17,P2P,Food,1374.48,SUCCESS,46-55,46-55,Jharkhand,Bank of Baroda,Bank of Baroda,Android,4G,0,23,Friday,0
TXN0000239,2024-01-05 23:58:15,RECHARGE,Healthcare,1897.71,SUCCESS,36-45,18-25,Punjab,Axis Bank,Canara Bank,Android,4G,0,23,Friday,0
TXN0000240,2024-01-06 00:27:11,BILL_PAYMENT,Food,5705.63,SUCCESS,36-45,18-25,Rajasthan,ICICI Bank,Canara Bank,iOS,5G,0,0,Saturday,1
TXN0000241,2024-01-06 00:54:55,P2P,Healthcare,7596.85,SUCCESS,56+,26-35,West Bengal,Canara Bank,PNB,Android,4G,0,0,Saturday,1
TXN0000242,2024-01-06 01:20:56,BILL_PAYMENT,Travel,2586.87,SUCCESS,26-35,56+,Punjab,PNB,Union Bank,iOS,WiFi,0,1,Saturday,1
TXN0000243,2024-01-06 01:58:35,BILL_PAYMENT,Groceries,2596.51,SUCCESS,56+,56+,Jharkhand,Canara Bank,Canara Bank,Android,4G,0,1,Saturday,1
TXN0000244,2024-01-06 02:18:56,BILL_PAYMENT,Entertainment,5713.88,SUCCESS,26-35,46-55,Karnataka,PNB,Kotak Bank,Android,5G,0,2,Saturday,1
TXN0000245,2024-01-06 02:55:20,P2M,,836.52,SUCCESS,56+,36-45,Gujarat,ICICI Bank,ICICI Bank,iOS,5G,0,2,Saturday,1
TXN0000246,2024-01-06 03:07:21,BILL_PAYMENT,,310.84,SUCCESS,36-45,36-45,Tamil Nadu,ICICI Bank,Axis Bank,iOS,4G,0,3,Saturday,1
TXN0000247,2024-01-06 03:39:23,BILL_PAYMENT,Entertainment,952.95,SUCCESS,56+,26-35,Jharkhand,Bank of Baroda,Kotak Bank,Android,4G,0,3,Saturday,1
TXN0000248,2024-01-06 04:21:31,P2M,Groceries,6686.62,SUCCESS,26-35,18-25,Rajasthan,Bank of Baroda,Bank of Baroda,Android,WiFi,0,4,Saturday,1
TXN0000249,2024-01-06 04:55:33,RECHARGE,Entertainment,5657.87,SUCCESS,46-55,36-45,Bihar,SBI,Canara Bank,Android,5G,0,4,Saturday,1
TXN0000250,2024-01-06 05:23:29,P2P,Electronics,102594.24,SUCCESS,56+,46-55,Rajasthan,PNB,SBI,Android,4G,1,5,Saturday,1
TXN0000251,2024-01-06 05:53:30,RECHARGE,Utilities,338590.69,SUCCESS,46-55,26-35,Rajasthan,HDFC Bank,SBI,iOS,4G,1,5,Saturday,1
TXN0000252,2024-01-06 06:18:56,P2P,Utilities,2783.49,SUCCESS,46-55,36-45,Jharkhand,IndusInd Bank,IndusInd Bank,iOS,4G,0,6,Saturday,1
TXN0000253,2024-01-06 06:57:16,MERCHANT,Entertainment,2747.28,SUCCESS,46-55,36-45,Andhra Pradesh,Union Bank,PNB,Android,WiFi,0,6,Saturday,1
TXN0000254,2024-01-06 07:27:28,MERCHANT,Utilities,1082.17,SUCCESS,46-55,46-55,Gujarat,Canara Bank,Kotak Bank,iOS,4G,0,7,Saturday,1
TXN0000255,2024-01-06 07:45:51,P2M,,5668.74,SUCCESS,26-35,26-35,Punjab,Kotak Bank,Canara Bank,iOS,WiFi,0,7,Saturday,1
TXN0000256,2024-01-06 08:18:24,RECHARGE,Electronics,6763.37,SUCCESS,46-55,36-45,Delhi,Union Bank,ICICI Bank,iOS,4G,0,8,Saturday,1
TXN0000257,2024-01-06 08:41:38,P2M,Travel,2097.84,SUCCESS,46-55,36-45,Punjab,Bank of Baroda,Canara Bank,Android,WiFi,0,8,Saturday,1
TXN0000258,2024-01-06 09:01:52,MERCHANT,Utilities,2199.95,SUCCESS,26-35,18-25,Telangana,HDFC Bank,ICICI Bank,Android,WiFi,0,9,Saturday,1
TXN0000259,2024-01-06 09:30:01,MERCHANT,Food,4493.08,SUCCESS,36-45,46-55,Jharkhand,ICICI Bank,Canara Bank,iOS,4G,0,9,Saturday,1
TXN0000260,2024-01-06 10:10:41,MERCHANT,Food,3617.43,SUCCESS,36-45,56+,Delhi,Canara Bank,IndusInd Bank,Android,WiFi,0,10,Saturday,1
TXN0000261,2024-01-06 10:33:39,P2P,Education,2895.21,SUCCESS,56+,18-25,Jharkhand,Kotak Bank,ICICI Bank,iOS,4G,0,10,Saturday,1
TXN0000262,2024-01-06 11:26:29,P2M,Education,962.98,SUCCESS,36-45,36-45,Karnataka,Union Bank,PNB,Android,WiFi,0,11,Saturday,1
TXN0000263,2024-01-06 11:44:14,P2P,Utilities,1885.5,SUCCESS,26-35,18-25,Uttar Pradesh,IndusInd Bank,ICICI Bank,iOS,WiFi,0,11,Saturday,1
TXN0000264,2024-01-06 12:29:19,BILL_PAYMENT,Healthcare,950.26,SUCCESS,36-45,18-25,Telangana,Bank of Baroda,IndusInd Bank,Android,5G,0,12,Saturday,1
TXN0000265,2024-01-06 12:50:48,BILL_PAYMENT,Education,368.21,SUCCESS,46-55,36-45,Maharashtra,ICICI Bank,SBI,iOS,5G,0,12,Saturday,1
TXN0000266,2024-01-06 13:06:24,P2M,Utilities,624.72,SUCCESS,56+,56+,West Bengal,Bank of Baroda,SBI,Android,4G,0,13,Saturday,1
TXN0000267,2024-01-06 13:53:46,P2M,Retail,198.69,SUCCESS,36-45,36-45,Andhra Pradesh,ICICI Bank,Canara Bank,iOS,4G,0,13,Saturday,1
TXN0000268,2024-01-06 14:27:41,P2M,Healthcare,8775.7,SUCCESS,18-25,26-35,Madhya Pradesh,ICICI Bank,ICICI Bank,iOS,WiFi,0,14,Saturday,1
TXN0000269,2024-01-06 14:49:13,P2P,Electronics,588.8,SUCCESS,18-25,18-25,Karnataka,HDFC Bank,Canara Bank,Android,4G,0,14,Saturday,1
TXN0000270,2024-01-06 15:17:56,RECHARGE,,285.21,SUCCESS,18-25,36-45,Tamil Nadu,HDFC Bank,SBI,Android,4G,0,15,Saturday,1
TXN0000271,2024-01-06 15:58:27,P2P,,253.71,SUCCESS,26-35,26-35,Madhya Pradesh,PNB,HDFC Bank,Android,5G,0,15,Saturday,1
TXN0000272,2024-01-06 16:12:09,BILL_PAYMENT,,3428.0,SUCCESS,26-35,56+,Telangana,IndusInd Bank,Axis Bank,iOS,4G,0,16,Saturday,1
TXN0000273,2024-01-06 16:58:15,RECHARGE,Retail,260.92,SUCCESS,26-35,36-45,Delhi,ICICI Bank,Bank of Baroda,Android,4G,0,16,Saturday,1
TXN0000274,2024-01-06 17:28:53,RECHARGE,Groceries,602.05,SUCCESS,56+,26-35,Andhra Pradesh,Canara Bank,SBI,iOS,WiFi,0,17,Saturday,1
TXN0000275,2024-01-06 17:53:59,RECHARGE,Travel,1379.52,SUCCESS,36-45,18-25,Rajasthan,Canara Bank,SBI,iOS,5G,0,17,Saturday,1
TXN0000276,2024-01-06 18:04:06,BILL_PAYMENT,Utilities,3591.59,SUCCESS,18-25,36-45,Bihar,Canara Bank,SBI,Android,WiFi,0,18,Saturday,1
TXN0000277,2024-01-06 18:43:55,BILL_PAYMENT,Groceries,2293.16,SUCCESS,46-55,36-45,Bihar,Union Bank,Axis Bank,Android,4G,0,18,Saturday,1
TXN0000278,2024-01-06 19:24:22,P2P,Groceries,1144.96,SUCCESS,46-55,46-55,Jharkhand,Bank of Baroda,SBI,Android,5G,0,19,Saturday,1
TXN0000279,2024-01-06 19:33:22,RECHARGE,Food,1279.67,SUCCESS,26-35,18-25,Rajasthan,PNB,Axis Bank,Android,5G,0,19,Saturday,1
TXN0000280,2024-01-06 20:20:07,MERCHANT,Food,4645.22,SUCCESS,46-55,46-55,Haryana,Kotak Bank,IndusInd Bank,iOS,WiFi,0,20,Saturday,1
TXN0000281,2024-01-06 20:32:02,MERCHANT,Education,3895.59,SUCCESS,56+,46-55,Madhya Pradesh,Canara Bank,Bank of Baroda,Android,5G,0,20,Saturday,1
TXN0000282,2024-01-06 21:06:40,P2P,Healthcare,1515.75,SUCCESS,26-35,26-35,Madhya Pradesh,HDFC Bank,SBI,Android,4G,0,21,Saturday,1
TXN0000283,2024-01-06 21:42:46,P2M,Electronics,2833.84,SUCCESS,36-45,26-35,Bihar,Kotak Bank,IndusInd Bank,iOS,4G,0,21,Saturday,1
TXN0000284,2024-01-06 22:04:53,RECHARGE,Groceries,199.01,SUCCESS,26-35,36-45,Madhya Pradesh,Canara Bank,Canara Bank,iOS,WiFi,0,22,Saturday,1
TXN0000285,2024-01-06 22:34:39,RECHARGE,Utilities,1052.52,FAILED,18-25,46-55,West Bengal,SBI,Union Bank,Android,WiFi,0,22,Saturday,1
TXN0000286,2024-01-06 23:14:43,MERCHANT,Retail,1180.36,SUCCESS,56+,36-45,Telangana,ICICI Bank,Canara Bank,Android,5G,0,23,Saturday,1
TXN0000287,2024-01-06 23:57:13,MERCHANT,Food,3144.52,SUCCESS,46-55,56+,Uttar Pradesh,Bank of Baroda,IndusInd Bank,Android,4G,0,23,Saturday,1
TXN0000288,2024-01-07 00:03:17,RECHARGE,Retail,4816.4,SUCCESS,46-55,56+,West Bengal,Union Bank,IndusInd Bank,Android,WiFi,0,0,Sunday,1
TXN0000289,2024-01-07 00:46:21,RECHARGE,Retail,158.48,SUCCESS,36-45,36-45,Gujarat,IndusInd Bank,HDFC Bank,Android,4G,0,0,Sunday,1
TXN0000290,2024-01-07 01:25:34,BILL_PAYMENT,Electronics,1397.19,SUCCESS,26-35,26-35,Delhi,Axis Bank,Kotak Bank,iOS,4G,0,1,Sunday,1
TXN0000291,2024-01-07 01:42:31,BILL_PAYMENT,Food,2911.81,SUCCESS,18-25,56+,Andhra Pradesh,PNB,HDFC Bank,Android,4G,0,1,Sunday,1
TXN0000292,2024-01-07 02:02:23,MERCHANT,Healthcare,1807.78,SUCCESS,46-55,56+,Haryana,HDFC Bank,PNB,Android,4G,0,2,Sunday,1
TXN0000293,2024-01-07 02:40:08,P2P,Groceries,973.07,SUCCESS,26-35,36-45,Rajasthan,Canara Bank,Bank of Baroda,Android,5G,0,2,Sunday,1
TXN0000294,2024-01-07 03:20:24,MERCHANT,Travel,889.98,SUCCESS,18-25,56+,Haryana,Axis Bank,Kotak Bank,Android,4G,0,3,Sunday,1
TXN0000295,2024-01-07 03:49:07,MERCHANT,Travel,13950.17,SUCCESS,18-25,56+,Uttar Pradesh,SBI,IndusInd Bank,Android,WiFi,0,3,Sunday,1
TXN0000296,2024-01-07 04:03:06,RECHARGE,Groceries,2089.25,SUCCESS,36-45,18-25,Delhi,Kotak Bank,Bank of Baroda,Android,4G,0,4,Sunday,1
TXN0000297,2024-01-07 04:52:29,P2M,Electronics,1941.04,SUCCESS,56+,56+,Jharkhand,Canara Bank,Bank of Baroda,iOS,4G,0,4,Sunday,1
TXN0000298,2024-01-07 05:07:43,P2M,,3037.85,SUCCESS,46-55,36-45,Jharkhand,Bank of Baroda,IndusInd Bank,Android,4G,0,5,Sunday,1
TXN0000299,2024-01-07 05:52:52,RECHARGE,Travel,2463.82,SUCCESS,26-35,26-35,Punjab,ICICI Bank,Kotak Bank,Android,4G,0,5,Sunday,1
TXN0000300,2024-01-07 06:29:54,P2P,Travel,437083.68,SUCCESS,46-55,36-45,Jharkhand,ICICI Bank,Kotak Bank,iOS,5G,1,6,Sunday,1
TXN0000301,2024-01-07 06:40:59,P2M,Travel,681.11,SUCCESS,36-45,46-55,Rajasthan,Canara Bank,Bank of Baroda,Android,4G,0,6,Sunday,1
TXN0000302,2024-01-07 07:12:43,P2M,Entertainment,5902.01,SUCCESS,18-25,36-45,Jharkhand,Kotak Bank,Bank of Baroda,iOS,4G,0,7,Sunday,1
TXN0000303,2024-01-07 07:45:54,P2P,Retail,1663.06,SUCCESS,18-25,36-45,Punjab,IndusInd Bank,Kotak Bank,Android,4G,0,7,Sunday,1
TXN0000304,2024-01-07 08:06:42,P2P,Electronics,1129.17,SUCCESS,26-35,26-35,Andhra Pradesh,SBI,IndusInd Bank,iOS,4G,0,8,Sunday,1
TXN0000305,2024-01-07 08:52:49,RECHARGE,Utilities,2728.23,SUCCESS,18-25,26-35,West Bengal,IndusInd Bank,SBI,Android,WiFi,0,8,Sunday,1
TXN0000306,2024-01-07 09:25:34,MERCHANT,Travel,2194.64,SUCCESS,26-35,26-35,Telangana,SBI,ICICI Bank,iOS,WiFi,0,9,Sunday,1
TXN0000307,2024-01-07 09:32:26,RECHARGE,Retail,1312.21,SUCCESS,36-45,18-25,Bihar,PNB,Bank of Baroda,Android,4G,0,9,Sunday,1
TXN0000308,2024-01-07 10:19:31,BILL_PAYMENT,Entertainment,707.06,SUCCESS,36-45,36-45,Jharkhand,HDFC Bank,IndusInd Bank,Android,4G,0,10,Sunday,1
TXN0000309,2024-01-07 10:44:23,P2M,Healthcare,6236.1,SUCCESS,36-45,36-45,Punjab,SBI,Bank of Baroda,iOS,4G,0,10,Sunday,1
TXN0000310,2024-01-07 11:28:54,MERCHANT,Healthcare,19.74,SUCCESS,26-35,36-45,Rajasthan,Axis Bank,ICICI Bank,Android,WiFi,0,11,Sunday,1
