transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend,tx_count,avg_amt,std_amt,uniq_rec,high_amount_flag,hourly_tx_count,GRS,VA,transaction_type_enc,merchant_category_enc,sender_bank_enc,receiver_bank_enc,network_type_enc,device_type_enc,sender_state_enc,BRS,SNS,SAS,DARS,dars_flag
TXN0000082,2024-01-02 17:26:25,P2P,Entertainment,8742.86,SUCCESS,36-45,36-45,Maharashtra,ICICI Bank,Canara Bank,Android,5G,0,17,Tuesday,0,90,2537.2185555555557,2550.3552750348117,10,1,6,10.0,0.28571428489795925,3,2,4,2,1,0,8,40.33981511790841,0.0,29.14017,18.993069,0
TXN0000083,2024-01-02 17:53:31,MERCHANT,Travel,408.31,SUCCESS,36-45,46-55,Delhi,PNB,Canara Bank,Android,WiFi,0,17,Tuesday,0,87,2635.4881609195404,2501.9593535878803,10,0,1,10.0,0.28571428489795925,1,7,7,2,2,0,2,26.183106297187777,0.0,29.02168,13.330385,0
TXN0000084,2024-01-02 18:17:05,P2M,Retail,4637.49,SUCCESS,46-55,18-25,Delhi,Bank of Baroda,Canara Bank,iOS,5G,0,18,Tuesday,0,105,29667.722857142857,93091.9374122215,10,0,7,10.0,0.42857142734693876,2,6,1,2,1,1,2,43.70722561895411,0.0,29.176643,21.768604,0
TXN0000085,2024-01-02 18:47:01,MERCHANT,Retail,4605.62,SUCCESS,26-35,46-55,Andhra Pradesh,Canara Bank,Axis Bank,Android,5G,0,18,Tuesday,0,101,2486.4346534653464,2183.5583624320943,10,0,4,10.0,0.14285714244897954,1,6,2,0,1,0,0,19.92757329027839,0.0,29.02168,9.399601,0
TXN0000086,2024-01-02 19:23:33,P2P,Utilities,3323.11,SUCCESS,26-35,46-55,Bihar,Union Bank,Kotak Bank,Android,5G,0,19,Tuesday,0,96,2168.8068749999998,2003.7050109888205,10,0,5,60.0,0.14285714244897954,3,9,9,6,1,0,1,22.091766707000417,0.0,29.02168,25.265278,0
TXN0000087,2024-01-02 19:39:25,RECHARGE,Utilities,3257.06,SUCCESS,46-55,36-45,Jharkhand,Axis Bank,PNB,Android,5G,0,19,Tuesday,0,95,20517.63747368421,74858.23110501954,10,0,7,60.0,0.5714285697959183,4,9,0,7,1,0,5,36.018756771701256,0.0,29.02168,35.121788,0
TXN0000088,2024-01-02 20:18:49,MERCHANT,Education,672.86,FAILED,36-45,56+,Delhi,SBI,Union Bank,iOS,4G,0,20,Tuesday,0,87,2333.924367816092,2409.9838100477627,10,0,3,10.0,0.14285714244897954,1,0,8,9,0,1,2,31.824168266749517,0.0,29.02168,14.158238,0
TXN0000089,2024-01-02 20:59:55,MERCHANT,,2175.17,SUCCESS,18-25,26-35,Maharashtra,ICICI Bank,Canara Bank,Android,4G,0,20,Tuesday,0,98,2736.058775510204,2631.6478471076093,10,0,2,10.0,0.5714285697959183,1,8,4,2,0,0,8,17.632091941351618,0.0,29.02168,12.767122,0
TXN0000090,2024-01-02 21:25:00,P2P,Retail,6678.65,SUCCESS,26-35,56+,Gujarat,SBI,ICICI Bank,Android,5G,0,21,Tuesday,0,91,2906.614945054945,2916.7170698583454,10,0,4,10.0,0.14285714244897954,3,6,8,4,1,0,3,20.53888852898912,0.0,29.02168,9.644127,0
TXN0000091,2024-01-02 21:41:42,BILL_PAYMENT,Groceries,9998.82,SUCCESS,18-25,46-55,Gujarat,PNB,ICICI Bank,Android,4G,0,21,Tuesday,0,97,2334.385051546392,2223.0787454424008,10,1,5,10.0,0.5714285697959183,0,4,7,4,0,0,3,40.86673033508571,0.0,29.14017,22.060978,0
TXN0000092,2024-01-02 22:06:41,RECHARGE,Healthcare,3065.77,SUCCESS,46-55,26-35,Bihar,IndusInd Bank,ICICI Bank,iOS,WiFi,0,22,Tuesday,0,93,24524.079677419355,92416.87498544584,10,0,5,60.0,0.42857142734693876,4,5,5,4,2,1,1,40.530752434929056,0.0,29.02168,35.498016,0
TXN0000093,2024-01-02 22:42:09,BILL_PAYMENT,,3295.68,SUCCESS,56+,26-35,Gujarat,SBI,Bank of Baroda,iOS,4G,0,22,Tuesday,0,116,35929.33008620689,103973.26014784705,10,0,5,10.0,0.8571428546938777,0,8,8,1,0,1,3,56.474623806441656,0.0,29.110617,31.161278,0
TXN0000094,2024-01-02 23:26:19,RECHARGE,Education,4278.93,SUCCESS,56+,46-55,Uttar Pradesh,ICICI Bank,HDFC Bank,iOS,WiFi,0,23,Tuesday,0,121,22046.21520661157,78212.59007336404,10,0,9,60.0,0.8571428546938777,4,0,4,3,2,1,13,61.79359754179059,0.0,29.02168,48.288868,0
TXN0000095,2024-01-02 23:32:41,BILL_PAYMENT,Food,2420.26,SUCCESS,56+,46-55,Madhya Pradesh,Axis Bank,Bank of Baroda,Android,4G,0,23,Tuesday,0,106,12958.41896226415,60820.15668233536,10,0,9,10.0,0.999999997142857,0,3,0,1,0,0,7,31.212250534952503,0.0,29.02168,22.4849,0
TXN0000096,2024-01-03 00:03:21,BILL_PAYMENT,Electronics,2373.58,SUCCESS,18-25,18-25,Karnataka,Bank of Baroda,SBI,Android,5G,0,0,Wednesday,0,89,2110.99,1956.6365952090753,10,0,7,10.0,0.5714285697959183,0,1,1,8,1,0,6,30.423319509104118,0.0,29.02168,17.883614,0
TXN0000097,2024-01-03 00:46:35,P2M,Food,5168.64,SUCCESS,18-25,18-25,Karnataka,IndusInd Bank,Union Bank,Android,4G,0,0,Wednesday,0,113,2100.2846017699117,2071.2078702487634,10,0,5,10.0,0.5714285697959183,2,3,5,9,0,0,6,18.077199678960895,0.0,29.02168,12.945166,0
TXN0000098,2024-01-03 01:04:29,BILL_PAYMENT,Retail,3020.91,SUCCESS,56+,18-25,Haryana,HDFC Bank,Axis Bank,Android,4G,0,1,Wednesday,0,103,21961.40844660194,69409.07717585293,10,0,6,60.0,0.999999997142857,0,6,3,0,0,0,4,30.975118177058967,0.0,29.02168,37.39005,0
TXN0000099,2024-01-03 01:43:35,P2P,Education,4036.38,SUCCESS,46-55,36-45,Bihar,HDFC Bank,IndusInd Bank,Android,4G,0,1,Wednesday,0,114,30728.154824561403,92191.09248499262,10,0,7,60.0,0.5714285697959183,3,0,3,5,0,0,1,37.09248961120984,0.0,29.863739,35.55128,0
TXN0000100,2024-01-03 02:21:34,BILL_PAYMENT,Food,3313.47,SUCCESS,56+,18-25,Maharashtra,SBI,Axis Bank,iOS,4G,0,2,Wednesday,0,116,35929.33008620689,103973.26014784705,10,0,6,10.0,0.8571428546938777,0,3,8,0,0,1,8,50.618009207774826,0.0,29.110617,28.818632,0
TXN0000101,2024-01-03 02:37:35,P2M,,536.45,SUCCESS,26-35,56+,Tamil Nadu,Bank of Baroda,Union Bank,Android,4G,0,2,Wednesday,0,101,2602.231683168317,2301.5175690904766,10,0,4,10.0,0.14285714244897954,2,8,1,9,0,0,11,19.921686136019616,0.0,29.02168,9.397245,0
TXN0000102,2024-01-03 03:24:45,MERCHANT,Food,2805.92,SUCCESS,26-35,56+,Gujarat,Union Bank,Bank of Baroda,Android,5G,0,3,Wednesday,0,96,2168.8068749999998,2003.7050109888205,10,0,6,10.0,0.14285714244897954,1,3,9,1,1,0,3,16.770884333577072,0.0,29.02168,8.136925,0
TXN0000103,2024-01-03 03:59:10,MERCHANT,Education,16147.39,SUCCESS,56+,36-45,West Bengal,PNB,Union Bank,Android,WiFi,0,3,Wednesday,0,111,31760.069369369372,94918.80067039955,10,0,2,60.0,0.999999997142857,1,0,7,9,2,0,14,62.97862421164075,0.0,33.786125,50.19145,0
TXN0000104,2024-01-03 04:21:15,RECHARGE,Travel,688.47,SUCCESS,56+,36-45,Haryana,PNB,Canara Bank,Android,4G,0,4,Wednesday,0,111,31760.069369369372,94918.80067039955,10,0,6,60.0,0.999999997142857,4,7,7,2,0,0,4,31.65911136663582,0.0,29.176643,37.663643,0
TXN0000105,2024-01-03 04:46:56,BILL_PAYMENT,,3239.43,FAILED,26-35,36-45,Maharashtra,HDFC Bank,Kotak Bank,iOS,5G,0,4,Wednesday,0,111,2462.6384684684685,2642.066253727872,10,0,3,10.0,0.0,0,8,3,6,1,1,8,29.656119561794597,0.0,29.02168,11.862448,0
TXN0000106,2024-01-03 05:28:45,BILL_PAYMENT,Utilities,945.49,SUCCESS,56+,56+,Telangana,ICICI Bank,SBI,Android,4G,0,5,Wednesday,0,121,22046.21520661157,78212.59007336404,10,0,4,10.0,0.999999997142857,0,9,4,8,0,0,12,40.56517825272638,0.0,29.02168,26.22607,0
TXN0000107,2024-01-03 05:34:55,BILL_PAYMENT,Education,424.32,SUCCESS,26-35,26-35,Gujarat,Kotak Bank,Kotak Bank,Android,4G,0,5,Wednesday,0,77,2251.8112987012987,2206.4421548510068,10,0,4,10.0,0.14285714244897954,0,0,6,6,0,0,3,22.26178190210888,0.0,29.02168,10.333284,0
TXN0000108,2024-01-03 06:29:08,P2M,Food,2104.49,SUCCESS,46-55,26-35,Rajasthan,Canara Bank,IndusInd Bank,Android,4G,0,6,Wednesday,0,95,28207.371263157896,89965.91586721274,10,0,4,60.0,0.5714285697959183,2,3,2,5,0,0,10,23.31845418669451,0.0,29.212288,30.041668,0
TXN0000109,2024-01-03 06:41:59,RECHARGE,Electronics,66817.22,SUCCESS,56+,36-45,Jharkhand,PNB,Union Bank,Android,4G,1,6,Wednesday,0,111,31760.069369369372,94918.80067039955,10,0,7,60.0,0.999999997142857,4,1,7,9,0,0,5,45.11639596807658,0.0,94.511154,43.04656,0
TXN0000110,2024-01-03 07:29:32,RECHARGE,Retail,3678.43,SUCCESS,46-55,18-25,Telangana,Kotak Bank,Bank of Baroda,Android,WiFi,0,7,Wednesday,0,92,21477.33847826087,81185.62101853527,10,0,1,10.0,0.5714285697959183,4,6,6,1,2,0,12,38.43042303118089,0.0,29.02168,21.086454,0
TXN0000111,2024-01-03 07:35:37,BILL_PAYMENT,Utilities,2080.52,SUCCESS,26-35,18-25,West Bengal,Union Bank,Canara Bank,iOS,4G,0,7,Wednesday,0,96,2168.8068749999998,2003.7050109888205,10,0,7,60.0,0.0,0,9,9,2,0,1,14,36.585323267558444,0.0,29.02168,29.634129,0
TXN0000112,2024-01-03 08:14:38,MERCHANT,Healthcare,236.0,SUCCESS,26-35,26-35,West Bengal,PNB,SBI,Android,4G,0,8,Wednesday,0,127,2175.7560629921263,2814.651902473672,10,0,12,60.0,0.14285714244897954,1,5,7,8,0,0,14,40.89858922876436,0.0,29.02168,32.788006,0
TXN0000113,2024-01-03 08:47:56,MERCHANT,Healthcare,126.42,SUCCESS,56+,46-55,Punjab,ICICI Bank,ICICI Bank,Android,4G,0,8,Wednesday,0,121,22046.21520661157,78212.59007336404,10,0,5,10.0,0.999999997142857,1,5,4,4,0,0,9,22.706592033944133,0.0,29.02168,19.082636,0
TXN0000114,2024-01-03 09:13:11,RECHARGE,Travel,1672.9,SUCCESS,56+,26-35,Tamil Nadu,Axis Bank,SBI,Android,4G,0,9,Wednesday,0,106,12958.41896226415,60820.15668233536,10,0,4,10.0,0.999999997142857,4,7,0,8,0,0,11,25.469262261364946,0.0,29.02168,20.187704,0
TXN0000115,2024-01-03 09:33:36,RECHARGE,Food,2885.88,SUCCESS,46-55,46-55,Gujarat,PNB,PNB,iOS,WiFi,0,9,Wednesday,0,111,33312.69945945946,97494.74939112828,10,0,3,10.0,0.42857142734693876,4,3,7,7,2,1,3,48.26651570487349,0.0,29.176643,23.592321,0
TXN0000116,2024-01-03 10:12:43,P2P,Healthcare,2252.75,SUCCESS,36-45,56+,Gujarat,Canara Bank,IndusInd Bank,iOS,4G,0,10,Wednesday,0,106,1858.7118867924528,1534.1941892019954,10,0,8,10.0,0.14285714244897954,3,5,2,5,0,1,3,17.254681284020194,0.0,29.02168,8.330444,0
TXN0000117,2024-01-03 10:33:07,P2M,Travel,6449.58,SUCCESS,26-35,18-25,Maharashtra,SBI,HDFC Bank,iOS,4G,0,10,Wednesday,0,91,2906.614945054945,2916.7170698583454,10,0,5,10.0,0.0,2,7,8,3,0,1,8,15.341452563199837,0.0,29.02168,6.136581,0
TXN0000118,2024-01-03 11:06:19,BILL_PAYMENT,Retail,399.47,SUCCESS,18-25,36-45,Andhra Pradesh,Canara Bank,Canara Bank,Android,WiFi,0,11,Wednesday,0,104,2847.8729807692307,2708.189818022463,10,0,5,10.0,0.5714285697959183,0,6,2,2,2,0,0,31.469832767363734,0.0,29.02168,18.30222,0
TXN0000119,2024-01-03 11:38:12,P2M,Travel,3367.81,SUCCESS,36-45,56+,Tamil Nadu,Canara Bank,IndusInd Bank,iOS,4G,0,11,Wednesday,0,106,1858.7118867924528,1534.1941892019954,10,0,8,10.0,0.14285714244897954,2,7,2,5,0,1,11,17.75973746669318,0.0,29.02168,8.532467,0
TXN0000120,2024-01-03 12:17:44,RECHARGE,Retail,2186.7,SUCCESS,18-25,36-45,Rajasthan,Axis Bank,IndusInd Bank,Android,4G,0,12,Wednesday,0,97,2093.0183505154637,1928.9534082764724,10,0,3,60.0,0.5714285697959183,4,6,0,5,0,0,10,18.913274155017987,0.0,29.02168,28.279594,0
TXN0000121,2024-01-03 12:49:40,P2P,Food,2658.77,SUCCESS,36-45,36-45,Bihar,SBI,HDFC Bank,Android,4G,0,12,Wednesday,0,87,2333.924367816092,2409.9838100477627,10,0,3,60.0,0.28571428489795925,3,3,8,3,0,0,1,14.8645498289373,0.0,29.02168,23.802963,0
TXN0000122,2024-01-03 13:00:14,RECHARGE,Food,9754.3,SUCCESS,46-55,56+,Tamil Nadu,Bank of Baroda,SBI,iOS,5G,0,13,Wednesday,0,105,29667.722857142857,93091.9374122215,10,0,5,10.0,0.42857142734693876,4,3,1,8,1,1,11,48.157304034101585,0.0,33.786125,23.548635,0
TXN0000123,2024-01-03 13:31:04,RECHARGE,Retail,8512.36,SUCCESS,56+,36-45,West Bengal,PNB,Canara Bank,Android,5G,0,13,Wednesday,0,111,31760.069369369372,94918.80067039955,10,0,3,60.0,0.999999997142857,4,6,7,2,1,0,14,46.8381829820509,0.0,33.786125,43.73527,0
TXN0000124,2024-01-03 14:08:40,BILL_PAYMENT,Education,1064.6,SUCCESS,26-35,56+,Maharashtra,Kotak Bank,HDFC Bank,Android,4G,0,14,Wednesday,0,77,2251.8112987012987,2206.4421548510068,10,0,2,10.0,0.14285714244897954,0,0,6,3,0,0,8,26.872406709283354,0.0,29.02168,12.177534,0
TXN0000125,2024-01-03 14:52:47,P2P,Utilities,24850.42,SUCCESS,26-35,26-35,Andhra Pradesh,PNB,Union Bank,iOS,4G,0,14,Wednesday,0,127,2175.7560629921263,2814.651902473672,10,1,5,10.0,0.0,3,9,7,9,0,1,0,66.92134584861854,0.0,93.876114,26.768538,0
TXN0000126,2024-01-03 15:19:12,RECHARGE,Travel,1204.01,SUCCESS,56+,26-35,Punjab,Union Bank,Kotak Bank,iOS,WiFi,0,15,Wednesday,0,116,15491.21025862069,57873.416172974714,10,0,8,10.0,0.8571428546938777,4,7,9,6,2,1,9,45.74806218105825,0.0,29.02168,26.870653,0
TXN0000127,2024-01-03 15:40:47,P2M,Entertainment,1953.49,SUCCESS,26-35,26-35,Bihar,Kotak Bank,Bank of Baroda,iOS,4G,0,15,Wednesday,0,77,2251.8112987012987,2206.4421548510068,10,0,2,60.0,0.0,2,2,6,1,0,1,1,36.90549045863282,0.0,29.02168,29.762196,0
TXN0000128,2024-01-03 16:24:55,P2M,,9301.12,SUCCESS,36-45,18-25,Andhra Pradesh,Bank of Baroda,Bank of Baroda,Android,5G,0,16,Wednesday,0,87,2684.444022988506,2520.793010302863,10,1,1,10.0,0.28571428489795925,2,8,1,1,1,0,0,49.01271107248664,0.0,29.14017,22.462227,0
TXN0000129,2024-01-03 16:48:06,P2M,Retail,4574.0,SUCCESS,46-55,46-55,Gujarat,Kotak Bank,Canara Bank,Android,5G,0,16,Wednesday,0,92,21477.33847826087,81185.62101853527,10,0,6,10.0,0.5714285697959183,2,6,6,2,1,0,3,21.77813093175145,0.0,29.02168,14.425538,0
TXN0000130,2024-01-03 17:19:22,P2M,Entertainment,520.43,SUCCESS,56+,56+,Madhya Pradesh,Kotak Bank,IndusInd Bank,iOS,4G,0,17,Wednesday,0,120,15863.572583333333,61311.10103631213,10,0,4,10.0,0.8571428546938777,2,2,6,5,0,1,7,26.34070915348329,0.0,29.02168,19.107712,0
TXN0000131,2024-01-03 17:55:22,P2M,Retail,2268.08,SUCCESS,46-55,26-35,Tamil Nadu,Bank of Baroda,IndusInd Bank,Android,WiFi,0,17,Wednesday,0,105,29667.722857142857,93091.9374122215,10,0,6,10.0,0.5714285697959183,2,6,1,5,2,0,11,33.975591077984255,0.0,29.298962,19.304522,0
TXN0000132,2024-01-03 18:09:52,MERCHANT,Groceries,4778.54,SUCCESS,26-35,26-35,Karnataka,HDFC Bank,Union Bank,Android,WiFi,0,18,Wednesday,0,111,2462.6384684684685,2642.066253727872,10,0,4,10.0,0.14285714244897954,1,4,3,9,2,0,6,27.20464653312024,0.0,29.02168,12.31043,0
TXN0000133,2024-01-03 18:36:31,P2M,Travel,629.35,SUCCESS,46-55,56+,Rajasthan,Canara Bank,PNB,Android,5G,0,18,Wednesday,0,95,28207.371263157896,89965.91586721274,10,0,2,60.0,0.5714285697959183,2,7,2,7,1,0,10,33.3473750794932,0.0,29.212288,34.053234,0
TXN0000134,2024-01-03 19:28:18,P2P,,1297.42,SUCCESS,46-55,36-45,Rajasthan,Union Bank,IndusInd Bank,iOS,4G,0,19,Wednesday,0,105,14094.47361904762,67457.40703225347,10,0,7,60.0,0.42857142734693876,3,8,9,5,0,1,10,28.515249156695013,0.0,29.02168,30.691814,0
TXN0000135,2024-01-03 19:36:58,P2P,Utilities,1862.31,SUCCESS,46-55,18-25,West Bengal,Axis Bank,Bank of Baroda,iOS,4G,0,19,Wednesday,0,95,20517.63747368421,74858.23110501954,10,0,7,60.0,0.42857142734693876,3,9,0,1,0,1,14,42.248809883306734,0.0,29.02168,36.185238,0
TXN0000136,2024-01-03 20:04:48,MERCHANT,Utilities,100.11,SUCCESS,18-25,26-35,Punjab,Kotak Bank,Canara Bank,Android,WiFi,0,20,Wednesday,0,93,2665.4836559139785,2653.8544444759495,10,0,4,10.0,0.5714285697959183,1,9,6,2,2,0,9,26.006180674191356,0.0,29.02168,16.116758,0
TXN0000137,2024-01-03 20:36:18,MERCHANT,Healthcare,257606.22,SUCCESS,56+,56+,Jharkhand,ICICI Bank,Canara Bank,Android,4G,1,20,Wednesday,0,121,22046.21520661157,78212.59007336404,10,1,6,60.0,0.999999997142857,1,5,4,2,0,0,5,75.28347754473877,0.0,95.15171,55.11339,0
TXN0000138,2024-01-03 21:29:56,P2M,,1736.16,SUCCESS,56+,26-35,Punjab,Union Bank,Union Bank,Android,4G,0,21,Wednesday,0,116,15491.21025862069,57873.416172974714,10,0,10,10.0,0.999999997142857,2,8,9,9,0,0,9,42.419787617956366,0.0,29.02168,26.967915,0
TXN0000139,2024-01-03 21:55:13,RECHARGE,Travel,492.71,SUCCESS,18-25,36-45,Maharashtra,PNB,ICICI Bank,Android,4G,0,21,Wednesday,0,97,2334.385051546392,2223.0787454424008,10,0,5,10.0,0.5714285697959183,4,7,7,4,0,0,8,7.989526996414455,0.0,29.02168,8.910096,0
TXN0000140,2024-01-03 22:03:50,BILL_PAYMENT,Food,3062.37,SUCCESS,46-55,56+,Delhi,IndusInd Bank,ICICI Bank,Android,4G,0,22,Wednesday,0,93,24524.079677419355,92416.87498544584,10,0,5,10.0,0.5714285697959183,0,3,5,4,0,0,2,27.48431334856285,0.0,29.02168,16.708012,0
TXN0000141,2024-01-03 22:46:57,P2M,Education,112.25,SUCCESS,26-35,26-35,Rajasthan,ICICI Bank,ICICI Bank,Android,4G,0,22,Wednesday,0,96,2316.719375,2201.5743939753715,10,0,6,60.0,0.14285714244897954,2,0,4,4,0,0,10,14.741174210443575,0.0,29.02168,22.32504,0
TXN0000142,2024-01-03 23:00:40,MERCHANT,Healthcare,925.91,SUCCESS,18-25,26-35,Uttar Pradesh,Axis Bank,HDFC Bank,iOS,WiFi,0,23,Wednesday,0,97,2093.0183505154637,1928.9534082764724,10,0,4,60.0,0.42857142734693876,1,5,0,3,2,1,13,32.78526877702919,0.0,29.02168,32.399822,0
TXN0000143,2024-01-03 23:47:31,MERCHANT,Utilities,1534.19,SUCCESS,56+,46-55,Maharashtra,Axis Bank,Axis Bank,iOS,4G,0,23,Wednesday,0,106,12958.41896226415,60820.15668233536,10,0,9,10.0,0.8571428546938777,1,9,0,0,0,1,8,46.99226581245772,0.0,29.02168,27.368336,0
TXN0000144,2024-01-04 00:02:14,P2P,,234568.11,SUCCESS,56+,56+,West Bengal,Kotak Bank,IndusInd Bank,iOS,5G,1,0,Thursday,0,120,15863.572583333333,61311.10103631213,10,1,5,60.0,0.8571428546938777,3,8,6,5,1,1,14,80.06357329273743,0.0,95.15171,55.59686,0
TXN0000145,2024-01-04 00:33:20,P2P,Education,510.93,SUCCESS,18-25,56+,Maharashtra,IndusInd Bank,Kotak Bank,Android,4G,0,0,Thursday,0,113,2100.2846017699117,2071.2078702487634,10,0,5,10.0,0.5714285697959183,3,0,5,6,0,0,8,14.388065970408249,0.0,29.02168,11.469512,0
TXN0000146,2024-01-04 01:12:59,P2M,Entertainment,288.21,SUCCESS,56+,56+,Maharashtra,IndusInd Bank,Bank of Baroda,iOS,4G,0,1,Thursday,0,95,23588.880315789473,84990.00197406899,10,0,5,10.0,0.8571428546938777,2,2,5,1,0,1,8,33.65536245837922,0.0,29.02168,22.033573,0
TXN0000147,2024-01-04 01:45:29,P2P,Food,2162.61,SUCCESS,36-45,36-45,Punjab,Union Bank,SBI,Android,4G,0,1,Thursday,0,104,2262.526923076923,1904.9170495927835,10,0,7,10.0,0.28571428489795925,3,3,9,8,0,0,9,15.394721900817402,0.0,29.02168,9.015032,0
TXN0000148,2024-01-04 02:17:36,P2M,Food,866.22,SUCCESS,36-45,36-45,Delhi,Bank of Baroda,Union Bank,iOS,5G,0,2,Thursday,0,87,2684.444022988506,2520.793010302863,10,0,7,10.0,0.14285714244897954,2,3,1,9,1,1,2,28.299977504365394,0.0,29.02168,12.748563,0
TXN0000149,2024-01-04 02:47:51,P2P,Food,586.3,SUCCESS,56+,18-25,Punjab,Canara Bank,IndusInd Bank,Android,4G,0,2,Thursday,0,94,15420.781276595744,71234.88318972202,10,0,2,10.0,0.999999997142857,3,3,2,5,0,0,9,28.296841358321153,0.0,29.02168,21.318737,0
TXN0000150,2024-01-04 03:08:22,BILL_PAYMENT,Utilities,4706.37,SUCCESS,56+,36-45,Haryana,ICICI Bank,IndusInd Bank,iOS,4G,0,3,Thursday,0,121,22046.21520661157,78212.59007336404,10,0,3,60.0,0.8571428546938777,0,9,4,5,0,1,4,44.27401805301737,0.0,29.02168,41.281036,0
TXN0000151,2024-01-04 03:36:46,MERCHANT,Groceries,3265.8,SUCCESS,56+,26-35,West Bengal,Kotak Bank,Axis Bank,Android,4G,0,3,Thursday,0,120,15863.572583333333,61311.10103631213,10,0,3,60.0,0.999999997142857,1,4,6,0,0,0,14,34.28851064977917,0.0,29.02168,38.715405,0
TXN0000152,2024-01-04 04:26:37,P2P,Travel,1563.19,SUCCESS,46-55,46-55,Maharashtra,HDFC Bank,PNB,Android,4G,0,4,Thursday,0,114,30728.154824561403,92191.09248499262,10,0,5,10.0,0.5714285697959183,3,7,3,7,0,0,8,25.603453802496162,0.0,29.110617,15.9556675,0
TXN0000153,2024-01-04 04:59:11,P2P,Travel,2536.85,SUCCESS,36-45,18-25,Madhya Pradesh,Kotak Bank,Kotak Bank,iOS,4G,0,4,Thursday,0,85,2672.8591764705884,2755.4625024196907,10,0,4,10.0,0.14285714244897954,3,7,6,6,0,1,7,12.176733193720395,0.0,29.02168,6.299265,0
TXN0000154,2024-01-04 05:13:24,P2P,Education,3642.14,SUCCESS,56+,56+,Gujarat,HDFC Bank,ICICI Bank,iOS,WiFi,0,5,Thursday,0,103,21961.40844660194,69409.07717585293,10,0,7,10.0,0.8571428546938777,3,0,3,4,2,1,3,37.61226191446706,0.0,29.02168,23.616333,0
TXN0000155,2024-01-04 05:31:38,MERCHANT,Groceries,1030.99,SUCCESS,26-35,46-55,Telangana,ICICI Bank,Canara Bank,iOS,WiFi,0,5,Thursday,0,96,2316.719375,2201.5743939753715,10,0,4,10.0,0.0,1,4,4,2,2,1,12,26.857689707384907,0.0,29.02168,10.743076,0
TXN0000156,2024-01-04 06:11:23,MERCHANT,Retail,3831.07,SUCCESS,36-45,56+,Bihar,PNB,Bank of Baroda,iOS,4G,0,6,Thursday,0,87,2635.4881609195404,2501.9593535878803,10,0,7,60.0,0.14285714244897954,1,6,7,1,0,1,1,24.071344543979748,0.0,29.02168,26.05711,0
TXN0000157,2024-01-04 06:42:05,BILL_PAYMENT,Education,2153.31,SUCCESS,26-35,36-45,Tamil Nadu,HDFC Bank,PNB,Android,4G,0,6,Thursday,0,111,2462.6384684684685,2642.066253727872,10,0,4,10.0,0.14285714244897954,0,0,3,7,0,0,11,19.168253284937833,0.0,29.02168,9.095873,0
TXN0000158,2024-01-04 07:26:10,RECHARGE,Electronics,453.71,SUCCESS,18-25,36-45,Telangana,PNB,HDFC Bank,Android,4G,0,7,Thursday,0,97,2334.385051546392,2223.0787454424008,10,0,7,10.0,0.5714285697959183,4,1,7,3,0,0,12,14.168089601344477,0.0,29.02168,11.381521,0
TXN0000159,2024-01-04 07:46:00,P2M,Education,1718.18,SUCCESS,36-45,26-35,Delhi,Bank of Baroda,Kotak Bank,iOS,4G,0,7,Thursday,0,87,2684.444022988506,2520.793010302863,10,0,5,10.0,0.14285714244897954,2,0,1,6,0,1,2,18.476995980069105,0.0,29.02168,8.81937,0
TXN0000160,2024-01-04 08:29:22,P2M,Food,3842.14,SUCCESS,18-25,46-55,Gujarat,Bank of Baroda,ICICI Bank,iOS,WiFi,0,8,Thursday,0,89,2110.99,1956.6365952090753,10,0,5,10.0,0.42857142734693876,2,3,1,4,2,1,3,23.58746162399983,0.0,29.02168,13.720699,0
TXN0000161,2024-01-04 08:40:12,RECHARGE,Healthcare,1651.56,SUCCESS,26-35,18-25,Andhra Pradesh,Bank of Baroda,ICICI Bank,iOS,4G,0,8,Thursday,0,101,2602.231683168317,2301.5175690904766,10,0,4,10.0,0.0,4,5,1,4,0,1,0,19.66282664104476,0.0,29.02168,7.8651304,0
TXN0000162,2024-01-04 09:24:45,RECHARGE,Food,1225.88,FAILED,18-25,56+,Bihar,SBI,PNB,Android,4G,0,9,Thursday,0,85,2843.6529411764704,3432.328003871294,10,0,8,60.0,0.5714285697959183,4,3,8,7,0,0,1,26.409001062189375,0.0,29.02168,31.277885,0
TXN0000163,2024-01-04 09:40:42,BILL_PAYMENT,Retail,1837.93,SUCCESS,36-45,26-35,Delhi,PNB,Axis Bank,iOS,WiFi,0,9,Thursday,0,87,2635.4881609195404,2501.9593535878803,10,0,4,10.0,0.14285714244897954,0,6,7,0,2,1,2,35.859353315487006,0.0,29.02168,15.772313,0
TXN0000164,2024-01-04 10:29:52,MERCHANT,Food,1899.69,SUCCESS,26-35,36-45,Uttar Pradesh,SBI,HDFC Bank,iOS,4G,0,10,Thursday,0,91,2906.614945054945,2916.7170698583454,10,0,5,60.0,0.0,1,3,8,3,0,1,13,16.404274373652157,0.0,29.02168,21.56171,0
TXN0000165,2024-01-04 10:47:08,RECHARGE,Education,270.01,SUCCESS,36-45,26-35,West Bengal,Kotak Bank,IndusInd Bank,iOS,5G,0,10,Thursday,0,85,2672.8591764705884,2755.4625024196907,10,0,4,60.0,0.14285714244897954,4,0,6,5,1,1,14,28.38099057820719,0.0,29.02168,27.780968,0
